k,timestamp,load_p_kw,poa_irradiance_w_m2,temp_air_c,quality,bess_1.available,dg_1.available,grid_1.available,pv_1.available
2318,2026-03-25T03:30:00+05:30,337.974,0.0,24.731,synthetic,True,True,True,True
2319,2026-03-25T03:45:00+05:30,325.939,0.0,24.258,synthetic,True,True,True,True
2320,2026-03-25T04:00:00+05:30,360.059,0.0,24.251,synthetic,True,True,True,True
2321,2026-03-25T04:15:00+05:30,385.71,0.0,24.009,synthetic,True,True,True,True
2322,2026-03-25T04:30:00+05:30,383.113,0.0,23.814,synthetic,True,True,True,True
2323,2026-03-25T04:45:00+05:30,381.452,0.0,23.69,synthetic,True,True,True,True
2324,2026-03-25T05:00:00+05:30,408.63,0.0,23.911,synthetic,True,True,True,True
2325,2026-03-25T05:15:00+05:30,397.987,0.0,24.398,synthetic,True,True,True,True
2326,2026-03-25T05:30:00+05:30,399.158,0.0,25.293,synthetic,True,True,True,True
2327,2026-03-25T05:45:00+05:30,405.814,0.0,25.172,synthetic,True,True,True,True
2328,2026-03-25T06:00:00+05:30,703.128,0.0,25.919,synthetic,True,True,True,True
2329,2026-03-25T06:15:00+05:30,683.317,0.2,26.322,synthetic,True,True,True,True
2330,2026-03-25T06:30:00+05:30,669.854,12.27,26.52,synthetic,True,True,True,True
2331,2026-03-25T06:45:00+05:30,726.262,42.966,26.987,synthetic,True,True,True,True
2332,2026-03-25T07:00:00+05:30,705.118,91.284,28.265,synthetic,True,True,True,True
2333,2026-03-25T07:15:00+05:30,748.003,142.297,29.545,synthetic,True,True,True,True
2334,2026-03-25T07:30:00+05:30,808.21,191.692,30.364,synthetic,True,True,True,True
2335,2026-03-25T07:45:00+05:30,824.531,228.796,30.254,synthetic,True,True,True,True
2336,2026-03-25T08:00:00+05:30,793.026,274.545,30.333,synthetic,True,True,True,True
2337,2026-03-25T08:15:00+05:30,779.221,343.149,30.394,synthetic,True,True,True,True
2338,2026-03-25T08:30:00+05:30,751.191,406.801,31.036,synthetic,True,True,True,True
2339,2026-03-25T08:45:00+05:30,765.62,467.294,30.808,synthetic,True,True,True,True
2340,2026-03-25T09:00:00+05:30,768.03,510.113,30.986,synthetic,True,True,True,True
2341,2026-03-25T09:15:00+05:30,759.518,542.193,31.812,synthetic,True,True,True,True
2342,2026-03-25T09:30:00+05:30,739.323,602.27,32.276,synthetic,True,True,True,True
2343,2026-03-25T09:45:00+05:30,719.654,637.918,31.981,synthetic,True,True,True,True
2344,2026-03-25T10:00:00+05:30,406.081,657.606,32.605,synthetic,True,True,True,True
2345,2026-03-25T10:15:00+05:30,420.714,701.409,33.001,synthetic,True,True,True,True
2346,2026-03-25T10:30:00+05:30,434.25,765.817,33.135,synthetic,True,True,True,True
2347,2026-03-25T10:45:00+05:30,428.338,785.1,33.804,synthetic,True,True,True,True
2348,2026-03-25T11:00:00+05:30,436.226,825.289,34.07,synthetic,True,True,True,True
2349,2026-03-25T11:15:00+05:30,430.498,818.73,34.024,synthetic,True,True,True,True
2350,2026-03-25T11:30:00+05:30,442.816,873.911,34.292,synthetic,True,True,True,True
2351,2026-03-25T11:45:00+05:30,430.213,907.434,34.594,synthetic,True,True,True,True
2352,2026-03-25T12:00:00+05:30,426.623,864.191,34.512,synthetic,True,True,True,True
2353,2026-03-25T12:15:00+05:30,412.692,899.329,34.644,synthetic,True,True,True,True
2354,2026-03-25T12:30:00+05:30,436.107,910.244,34.588,synthetic,True,True,True,True
2355,2026-03-25T12:45:00+05:30,441.173,916.63,34.939,synthetic,True,True,True,True
2356,2026-03-25T13:00:00+05:30,466.826,892.716,35.332,synthetic,True,True,True,True
2357,2026-03-25T13:15:00+05:30,469.452,869.283,35.258,synthetic,True,True,True,True
2358,2026-03-25T13:30:00+05:30,460.929,838.702,35.3,synthetic,True,True,True,True
2359,2026-03-25T13:45:00+05:30,458.673,807.818,35.115,synthetic,True,True,True,True
2360,2026-03-25T14:00:00+05:30,441.441,792.698,35.641,synthetic,True,True,True,True
2361,2026-03-25T14:15:00+05:30,441.909,727.456,35.85,synthetic,True,True,True,True
2362,2026-03-25T14:30:00+05:30,437.373,691.655,35.928,synthetic,True,True,True,True
2363,2026-03-25T14:45:00+05:30,426.236,666.707,36.322,synthetic,True,True,True,True
2364,2026-03-25T15:00:00+05:30,433.164,601.128,35.926,synthetic,True,True,True,True
2365,2026-03-25T15:15:00+05:30,437.106,581.433,35.827,synthetic,True,True,True,True
2366,2026-03-25T15:30:00+05:30,436.218,520.609,35.99,synthetic,True,True,True,True
2367,2026-03-25T15:45:00+05:30,415.831,489.815,35.614,synthetic,True,True,True,True
2368,2026-03-25T16:00:00+05:30,412.146,426.366,35.949,synthetic,True,True,True,True
2369,2026-03-25T16:15:00+05:30,402.253,368.264,36.692,synthetic,True,True,True,True
2370,2026-03-25T16:30:00+05:30,373.982,301.576,36.757,synthetic,True,True,True,True
2371,2026-03-25T16:45:00+05:30,369.509,245.416,36.814,synthetic,True,True,True,True
2372,2026-03-25T17:00:00+05:30,372.985,194.476,36.073,synthetic,True,True,True,True
2373,2026-03-25T17:15:00+05:30,382.592,137.012,35.921,synthetic,True,True,True,True
2374,2026-03-25T17:30:00+05:30,392.868,88.92,35.164,synthetic,True,True,True,True
2375,2026-03-25T17:45:00+05:30,406.979,40.411,34.745,synthetic,True,True,True,True
2376,2026-03-25T18:00:00+05:30,741.367,10.709,34.692,synthetic,True,True,True,True
2377,2026-03-25T18:15:00+05:30,742.964,0.179,34.394,synthetic,True,True,True,True
2378,2026-03-25T18:30:00+05:30,720.387,0.0,33.582,synthetic,True,True,True,True
2379,2026-03-25T18:45:00+05:30,748.016,0.0,33.312,synthetic,True,True,True,True
2380,2026-03-25T19:00:00+05:30,750.09,0.0,33.587,synthetic,True,True,True,True
2381,2026-03-25T19:15:00+05:30,739.203,0.0,33.507,synthetic,True,True,True,True
2382,2026-03-25T19:30:00+05:30,763.603,0.0,32.67,synthetic,True,True,True,True
2383,2026-03-25T19:45:00+05:30,778.723,0.0,32.19,synthetic,True,True,True,True
2384,2026-03-25T20:00:00+05:30,770.312,0.0,31.18,synthetic,True,True,True,True
2385,2026-03-25T20:15:00+05:30,759.92,0.0,31.798,synthetic,True,True,True,True
2386,2026-03-25T20:30:00+05:30,765.41,0.0,30.861,synthetic,True,True,True,True
2387,2026-03-25T20:45:00+05:30,700.889,0.0,30.107,synthetic,True,True,True,True
2388,2026-03-25T21:00:00+05:30,666.353,0.0,29.903,synthetic,True,True,True,True
2389,2026-03-25T21:15:00+05:30,663.592,0.0,29.498,synthetic,True,True,True,True
2390,2026-03-25T21:30:00+05:30,677.222,0.0,29.609,synthetic,True,True,True,True
2391,2026-03-25T21:45:00+05:30,673.614,0.0,29.275,synthetic,True,True,True,True
2392,2026-03-25T22:00:00+05:30,400.544,0.0,28.543,synthetic,True,True,True,True
2393,2026-03-25T22:15:00+05:30,403.149,0.0,28.609,synthetic,True,True,True,True
2394,2026-03-25T22:30:00+05:30,387.86,0.0,28.351,synthetic,True,True,True,True
2395,2026-03-25T22:45:00+05:30,388.556,0.0,27.813,synthetic,True,True,True,True
2396,2026-03-25T23:00:00+05:30,403.802,0.0,27.861,synthetic,True,True,True,True
2397,2026-03-25T23:15:00+05:30,402.521,0.0,27.789,synthetic,True,True,True,True
2398,2026-03-25T23:30:00+05:30,418.135,0.0,28.277,synthetic,True,True,True,True
2399,2026-03-25T23:45:00+05:30,407.981,0.0,27.67,synthetic,True,True,True,True
2400,2026-03-26T00:00:00+05:30,431.09,0.0,27.913,synthetic,True,True,True,True
2401,2026-03-26T00:15:00+05:30,427.904,0.0,27.25,synthetic,True,True,True,True
2402,2026-03-26T00:30:00+05:30,409.938,0.0,27.171,synthetic,True,True,True,True
2403,2026-03-26T00:45:00+05:30,404.141,0.0,26.364,synthetic,True,True,True,True
2404,2026-03-26T01:00:00+05:30,406.668,0.0,25.12,synthetic,True,True,True,True
2405,2026-03-26T01:15:00+05:30,406.45,0.0,25.11,synthetic,True,True,True,True
2406,2026-03-26T01:30:00+05:30,393.859,0.0,25.22,synthetic,True,True,True,True
2407,2026-03-26T01:45:00+05:30,389.227,0.0,24.702,synthetic,True,True,True,True
2408,2026-03-26T02:00:00+05:30,369.58,0.0,24.641,synthetic,True,True,True,True
2409,2026-03-26T02:15:00+05:30,364.991,0.0,24.8,synthetic,True,True,True,True
2410,2026-03-26T02:30:00+05:30,371.329,0.0,24.848,synthetic,True,True,True,True
2411,2026-03-26T02:45:00+05:30,376.922,0.0,24.632,synthetic,True,True,True,True
2412,2026-03-26T03:00:00+05:30,364.382,0.0,24.264,synthetic,True,True,True,True
2413,2026-03-26T03:15:00+05:30,370.517,0.0,24.309,synthetic,True,True,True,True
2414,2026-03-26T03:30:00+05:30,399.343,0.0,24.128,synthetic,True,True,True,True
2415,2026-03-26T03:45:00+05:30,400.063,0.0,23.777,synthetic,True,True,True,True
2416,2026-03-26T04:00:00+05:30,405.641,0.0,23.311,synthetic,True,True,True,True
2417,2026-03-26T04:15:00+05:30,402.056,0.0,24.747,synthetic,True,True,True,True
2418,2026-03-26T04:30:00+05:30,413.684,0.0,25.323,synthetic,True,True,True,True
2419,2026-03-26T04:45:00+05:30,423.491,0.0,26.473,synthetic,True,True,True,True
2420,2026-03-26T05:00:00+05:30,426.057,0.0,26.958,synthetic,True,True,True,True
2421,2026-03-26T05:15:00+05:30,432.312,0.0,26.879,synthetic,True,True,True,True
2422,2026-03-26T05:30:00+05:30,466.25,0.0,26.65,synthetic,True,True,True,True
2423,2026-03-26T05:45:00+05:30,446.573,0.0,26.484,synthetic,True,True,True,True
2424,2026-03-26T06:00:00+05:30,721.69,0.0,26.551,synthetic,True,True,True,True
2425,2026-03-26T06:15:00+05:30,691.757,0.319,25.992,synthetic,True,True,True,True
2426,2026-03-26T06:30:00+05:30,714.945,14.697,26.596,synthetic,True,True,True,True
2427,2026-03-26T06:45:00+05:30,723.196,54.737,27.325,synthetic,True,True,True,True
2428,2026-03-26T07:00:00+05:30,696.389,108.902,27.452,synthetic,True,True,True,True
2429,2026-03-26T07:15:00+05:30,695.628,168.877,28.178,synthetic,True,True,True,True
2430,2026-03-26T07:30:00+05:30,731.343,230.522,28.432,synthetic,True,True,True,True
2431,2026-03-26T07:45:00+05:30,711.442,292.975,28.689,synthetic,True,True,True,True
2432,2026-03-26T08:00:00+05:30,728.908,345.294,28.917,synthetic,True,True,True,True
2433,2026-03-26T08:15:00+05:30,707.067,413.056,28.932,synthetic,True,True,True,True
2434,2026-03-26T08:30:00+05:30,686.863,476.818,29.972,synthetic,True,True,True,True
2435,2026-03-26T08:45:00+05:30,721.287,534.564,30.307,synthetic,True,True,True,True
2436,2026-03-26T09:00:00+05:30,768.758,589.735,30.97,synthetic,True,True,True,True
2437,2026-03-26T09:15:00+05:30,770.95,639.185,31.036,synthetic,True,True,True,True
2438,2026-03-26T09:30:00+05:30,784.387,687.592,31.325,synthetic,True,True,True,True
2439,2026-03-26T09:45:00+05:30,779.825,729.527,32.214,synthetic,True,True,True,True
2440,2026-03-26T10:00:00+05:30,447.82,746.599,32.402,synthetic,True,True,True,True
2441,2026-03-26T10:15:00+05:30,452.69,724.408,32.7,synthetic,True,True,True,True
2442,2026-03-26T10:30:00+05:30,446.233,755.217,33.201,synthetic,True,True,True,True
2443,2026-03-26T10:45:00+05:30,444.691,772.074,34.014,synthetic,True,True,True,True
2444,2026-03-26T11:00:00+05:30,438.012,827.398,33.861,synthetic,True,True,True,True
2445,2026-03-26T11:15:00+05:30,453.185,822.235,33.752,synthetic,True,True,True,True
2446,2026-03-26T11:30:00+05:30,446.141,855.634,34.351,synthetic,True,True,True,True
2447,2026-03-26T11:45:00+05:30,438.698,884.136,34.593,synthetic,True,True,True,True
2448,2026-03-26T12:00:00+05:30,414.509,876.475,36.071,synthetic,True,True,True,True
2449,2026-03-26T12:15:00+05:30,398.976,906.072,35.846,synthetic,True,True,True,True
2450,2026-03-26T12:30:00+05:30,401.557,886.96,36.075,synthetic,True,True,True,True
2451,2026-03-26T12:45:00+05:30,397.437,904.717,36.753,synthetic,True,True,True,True
2452,2026-03-26T13:00:00+05:30,397.462,876.785,36.41,synthetic,True,True,True,True
2453,2026-03-26T13:15:00+05:30,398.801,849.961,36.151,synthetic,True,True,True,True
2454,2026-03-26T13:30:00+05:30,400.412,878.805,36.348,synthetic,True,True,True,True
2455,2026-03-26T13:45:00+05:30,425.167,826.761,37.25,synthetic,True,True,True,True
2456,2026-03-26T14:00:00+05:30,422.809,792.941,37.548,synthetic,True,True,True,True
2457,2026-03-26T14:15:00+05:30,408.652,771.822,38.345,synthetic,True,True,True,True
2458,2026-03-26T14:30:00+05:30,398.197,711.334,38.332,synthetic,True,True,True,True
2459,2026-03-26T14:45:00+05:30,409.395,666.481,39.191,synthetic,True,True,True,True
2460,2026-03-26T15:00:00+05:30,431.246,601.574,39.006,synthetic,True,True,True,True
2461,2026-03-26T15:15:00+05:30,426.057,532.433,38.226,synthetic,True,True,True,True
2462,2026-03-26T15:30:00+05:30,431.635,496.156,38.256,synthetic,True,True,True,True
2463,2026-03-26T15:45:00+05:30,430.909,439.437,38.319,synthetic,True,True,True,True
2464,2026-03-26T16:00:00+05:30,429.965,418.162,37.672,synthetic,True,True,True,True
2465,2026-03-26T16:15:00+05:30,447.747,379.258,37.366,synthetic,True,True,True,True
2466,2026-03-26T16:30:00+05:30,428.613,322.666,37.099,synthetic,True,True,True,True
2467,2026-03-26T16:45:00+05:30,438.439,268.08,37.277,synthetic,True,True,True,True
2468,2026-03-26T17:00:00+05:30,425.746,206.484,36.407,synthetic,True,True,True,True
2469,2026-03-26T17:15:00+05:30,424.821,156.24,36.022,synthetic,True,True,True,True
2470,2026-03-26T17:30:00+05:30,431.767,102.878,35.93,synthetic,True,True,True,True
2471,2026-03-26T17:45:00+05:30,410.569,51.597,35.915,synthetic,True,True,True,True
2472,2026-03-26T18:00:00+05:30,734.171,13.632,35.874,synthetic,True,True,True,True
2473,2026-03-26T18:15:00+05:30,728.887,0.235,35.021,synthetic,True,True,True,True
2474,2026-03-26T18:30:00+05:30,706.309,0.0,34.744,synthetic,True,True,True,True
2475,2026-03-26T18:45:00+05:30,734.26,0.0,35.012,synthetic,True,True,True,True
2476,2026-03-26T19:00:00+05:30,742.82,0.0,34.867,synthetic,True,True,False,True
2477,2026-03-26T19:15:00+05:30,711.935,0.0,35.296,synthetic,True,True,False,True
2478,2026-03-26T19:30:00+05:30,683.211,0.0,34.637,synthetic,True,True,False,True
2479,2026-03-26T19:45:00+05:30,693.462,0.0,34.56,synthetic,True,True,False,True
2480,2026-03-26T20:00:00+05:30,700.44,0.0,33.835,synthetic,True,True,False,True
2481,2026-03-26T20:15:00+05:30,680.895,0.0,33.828,synthetic,True,True,False,True
2482,2026-03-26T20:30:00+05:30,688.877,0.0,33.597,synthetic,True,True,False,True
2483,2026-03-26T20:45:00+05:30,675.076,0.0,32.193,synthetic,True,True,False,True
2484,2026-03-26T21:00:00+05:30,698.19,0.0,31.15,synthetic,True,True,False,True
2485,2026-03-26T21:15:00+05:30,696.01,0.0,30.836,synthetic,True,True,False,True
2486,2026-03-26T21:30:00+05:30,694.885,0.0,30.408,synthetic,True,True,False,True
2487,2026-03-26T21:45:00+05:30,718.015,0.0,29.102,synthetic,True,True,False,True
2488,2026-03-26T22:00:00+05:30,409.726,0.0,28.204,synthetic,True,True,False,True
2489,2026-03-26T22:15:00+05:30,395.315,0.0,27.727,synthetic,True,True,False,True
2490,2026-03-26T22:30:00+05:30,391.062,0.0,27.851,synthetic,True,True,False,True
2491,2026-03-26T22:45:00+05:30,388.522,0.0,27.368,synthetic,True,True,False,True
2492,2026-03-26T23:00:00+05:30,391.204,0.0,27.274,synthetic,True,True,True,True
2493,2026-03-26T23:15:00+05:30,383.726,0.0,26.542,synthetic,True,True,True,True
2494,2026-03-26T23:30:00+05:30,383.618,0.0,26.464,synthetic,True,True,True,True
2495,2026-03-26T23:45:00+05:30,397.715,0.0,26.709,synthetic,True,True,True,True
2496,2026-03-27T00:00:00+05:30,389.062,0.0,26.089,synthetic,True,True,True,True
2497,2026-03-27T00:15:00+05:30,378.951,0.0,24.827,synthetic,True,True,True,True
2498,2026-03-27T00:30:00+05:30,375.26,0.0,25.061,synthetic,True,True,True,True
2499,2026-03-27T00:45:00+05:30,381.139,0.0,25.433,synthetic,True,True,True,True
2500,2026-03-27T01:00:00+05:30,376.254,0.0,25.563,synthetic,True,True,True,True
2501,2026-03-27T01:15:00+05:30,366.789,0.0,25.541,synthetic,True,True,True,True
2502,2026-03-27T01:30:00+05:30,401.94,0.0,25.689,synthetic,True,True,True,True
2503,2026-03-27T01:45:00+05:30,395.072,0.0,25.519,synthetic,True,True,True,True
2504,2026-03-27T02:00:00+05:30,404.488,0.0,24.935,synthetic,True,True,True,True
2505,2026-03-27T02:15:00+05:30,403.385,0.0,24.894,synthetic,True,True,True,True
2506,2026-03-27T02:30:00+05:30,417.075,0.0,24.721,synthetic,True,True,True,True
2507,2026-03-27T02:45:00+05:30,418.074,0.0,24.496,synthetic,True,True,True,True
2508,2026-03-27T03:00:00+05:30,391.101,0.0,24.463,synthetic,True,True,True,True
2509,2026-03-27T03:15:00+05:30,417.501,0.0,24.641,synthetic,True,True,True,True
2510,2026-03-27T03:30:00+05:30,412.064,0.0,24.283,synthetic,True,True,True,True
2511,2026-03-27T03:45:00+05:30,398.694,0.0,24.944,synthetic,True,True,True,True
2512,2026-03-27T04:00:00+05:30,397.687,0.0,24.979,synthetic,True,True,True,True
2513,2026-03-27T04:15:00+05:30,401.832,0.0,25.104,synthetic,True,True,True,True
2514,2026-03-27T04:30:00+05:30,400.132,0.0,25.707,synthetic,True,True,True,True
2515,2026-03-27T04:45:00+05:30,414.395,0.0,26.161,synthetic,True,True,True,True
2516,2026-03-27T05:00:00+05:30,391.516,0.0,26.262,synthetic,True,True,True,True
2517,2026-03-27T05:15:00+05:30,389.855,0.0,26.608,synthetic,True,True,True,True
2518,2026-03-27T05:30:00+05:30,410.818,0.0,27.032,synthetic,True,True,True,True
2519,2026-03-27T05:45:00+05:30,419.461,0.0,26.746,synthetic,True,True,True,True
2520,2026-03-27T06:00:00+05:30,760.518,0.0,26.895,synthetic,True,True,True,True
2521,2026-03-27T06:15:00+05:30,766.635,0.41,27.955,synthetic,True,True,True,True
2522,2026-03-27T06:30:00+05:30,775.914,14.769,27.883,synthetic,True,True,True,True
2523,2026-03-27T06:45:00+05:30,753.589,53.075,28.237,synthetic,True,True,True,True
2524,2026-03-27T07:00:00+05:30,786.871,105.733,27.483,synthetic,True,True,True,True
2525,2026-03-27T07:15:00+05:30,789.297,163.031,27.736,synthetic,True,True,True,True
2526,2026-03-27T07:30:00+05:30,739.015,223.706,28.305,synthetic,True,True,True,True
2527,2026-03-27T07:45:00+05:30,742.742,286.275,28.579,synthetic,True,True,True,True
2528,2026-03-27T08:00:00+05:30,721.889,347.941,27.967,synthetic,True,True,True,True
2529,2026-03-27T08:15:00+05:30,682.07,409.163,28.64,synthetic,True,True,True,True
2530,2026-03-27T08:30:00+05:30,703.844,468.85,29.569,synthetic,True,True,True,True
2531,2026-03-27T08:45:00+05:30,726.771,529.222,29.962,synthetic,True,True,True,True
2532,2026-03-27T09:00:00+05:30,707.833,567.733,30.29,synthetic,True,True,True,True
2533,2026-03-27T09:15:00+05:30,712.077,625.698,29.995,synthetic,True,True,True,True
2534,2026-03-27T09:30:00+05:30,707.744,643.051,30.947,synthetic,True,True,True,True
2535,2026-03-27T09:45:00+05:30,699.936,685.311,32.148,synthetic,True,True,True,True
2536,2026-03-27T10:00:00+05:30,404.114,659.773,32.307,synthetic,True,True,True,True
2537,2026-03-27T10:15:00+05:30,393.728,746.666,32.827,synthetic,True,True,True,True
2538,2026-03-27T10:30:00+05:30,373.154,811.732,32.983,synthetic,True,True,True,True
2539,2026-03-27T10:45:00+05:30,384.528,832.445,33.984,synthetic,True,True,True,True
2540,2026-03-27T11:00:00+05:30,366.621,850.594,34.725,synthetic,True,True,True,True
2541,2026-03-27T11:15:00+05:30,354.224,880.012,34.935,synthetic,True,True,True,True
2542,2026-03-27T11:30:00+05:30,346.885,890.988,34.995,synthetic,True,True,True,True
2543,2026-03-27T11:45:00+05:30,353.297,900.76,35.424,synthetic,True,True,True,True
2544,2026-03-27T12:00:00+05:30,370.613,877.068,35.203,synthetic,True,True,True,True
2545,2026-03-27T12:15:00+05:30,390.716,865.189,35.377,synthetic,True,True,True,True
2546,2026-03-27T12:30:00+05:30,405.61,860.981,36.396,synthetic,True,True,True,True
2547,2026-03-27T12:45:00+05:30,418.788,892.014,36.535,synthetic,True,True,True,True
2548,2026-03-27T13:00:00+05:30,427.028,861.881,36.617,synthetic,True,True,True,True
2549,2026-03-27T13:15:00+05:30,428.388,872.472,37.086,synthetic,True,True,True,True
2550,2026-03-27T13:30:00+05:30,415.959,877.754,36.488,synthetic,True,True,True,True
2551,2026-03-27T13:45:00+05:30,409.588,853.307,37.146,synthetic,True,True,True,True
2552,2026-03-27T14:00:00+05:30,421.79,843.129,37.724,synthetic,True,True,True,True
2553,2026-03-27T14:15:00+05:30,419.386,811.84,37.984,synthetic,True,True,True,True
2554,2026-03-27T14:30:00+05:30,407.325,767.69,37.816,synthetic,True,True,True,True
2555,2026-03-27T14:45:00+05:30,411.661,733.555,37.957,synthetic,True,True,True,True
2556,2026-03-27T15:00:00+05:30,426.12,679.699,38.114,synthetic,True,True,True,True
2557,2026-03-27T15:15:00+05:30,433.341,611.891,37.619,synthetic,True,True,True,True
2558,2026-03-27T15:30:00+05:30,432.379,574.877,37.487,synthetic,True,True,True,True
2559,2026-03-27T15:45:00+05:30,418.446,518.364,37.381,synthetic,True,True,True,True
2560,2026-03-27T16:00:00+05:30,412.814,459.013,37.27,synthetic,True,True,True,True
2561,2026-03-27T16:15:00+05:30,404.26,400.776,37.507,synthetic,True,True,True,True
2562,2026-03-27T16:30:00+05:30,401.252,337.4,36.991,synthetic,True,True,True,True
2563,2026-03-27T16:45:00+05:30,405.619,274.865,36.638,synthetic,True,True,True,True
2564,2026-03-27T17:00:00+05:30,400.581,211.68,36.312,synthetic,True,True,True,True
2565,2026-03-27T17:15:00+05:30,407.241,152.284,36.408,synthetic,True,True,True,True
2566,2026-03-27T17:30:00+05:30,397.294,93.627,37.057,synthetic,True,True,True,True
2567,2026-03-27T17:45:00+05:30,394.603,45.93,36.676,synthetic,True,True,True,True
2568,2026-03-27T18:00:00+05:30,695.831,12.156,35.998,synthetic,True,True,True,True
2569,2026-03-27T18:15:00+05:30,700.33,0.219,35.734,synthetic,True,True,True,True
2570,2026-03-27T18:30:00+05:30,678.041,0.0,34.951,synthetic,True,True,True,True
2571,2026-03-27T18:45:00+05:30,649.777,0.0,34.59,synthetic,True,True,True,True
2572,2026-03-27T19:00:00+05:30,657.683,0.0,33.947,synthetic,True,True,True,True
2573,2026-03-27T19:15:00+05:30,661.275,0.0,33.407,synthetic,True,True,True,True
2574,2026-03-27T19:30:00+05:30,663.214,0.0,33.013,synthetic,True,True,True,True
2575,2026-03-27T19:45:00+05:30,656.449,0.0,33.076,synthetic,True,True,True,True
2576,2026-03-27T20:00:00+05:30,663.229,0.0,32.494,synthetic,True,True,True,True
2577,2026-03-27T20:15:00+05:30,677.558,0.0,31.833,synthetic,True,True,True,True
2578,2026-03-27T20:30:00+05:30,704.24,0.0,30.876,synthetic,True,True,True,True
2579,2026-03-27T20:45:00+05:30,670.237,0.0,29.873,synthetic,True,True,True,True
2580,2026-03-27T21:00:00+05:30,649.238,0.0,29.241,synthetic,True,True,True,True
2581,2026-03-27T21:15:00+05:30,640.582,0.0,29.594,synthetic,True,True,True,True
2582,2026-03-27T21:30:00+05:30,643.121,0.0,29.257,synthetic,True,True,True,True
2583,2026-03-27T21:45:00+05:30,626.398,0.0,29.031,synthetic,True,True,True,True
2584,2026-03-27T22:00:00+05:30,362.922,0.0,28.692,synthetic,True,True,True,True
2585,2026-03-27T22:15:00+05:30,380.739,0.0,27.61,synthetic,True,True,True,True
2586,2026-03-27T22:30:00+05:30,376.58,0.0,27.394,synthetic,True,True,True,True
2587,2026-03-27T22:45:00+05:30,368.078,0.0,27.182,synthetic,True,True,True,True
2588,2026-03-27T23:00:00+05:30,369.557,0.0,25.472,synthetic,True,True,True,True
2589,2026-03-27T23:15:00+05:30,389.848,0.0,25.331,synthetic,True,True,True,True
2590,2026-03-27T23:30:00+05:30,386.44,0.0,24.974,synthetic,True,True,True,True
2591,2026-03-27T23:45:00+05:30,394.527,0.0,24.828,synthetic,True,True,True,True
2592,2026-03-28T00:00:00+05:30,430.392,0.0,24.585,synthetic,True,True,True,True
2593,2026-03-28T00:15:00+05:30,427.732,0.0,24.27,synthetic,True,True,True,True
2594,2026-03-28T00:30:00+05:30,436.35,0.0,24.254,synthetic,True,True,True,True
2595,2026-03-28T00:45:00+05:30,438.827,0.0,23.557,synthetic,True,True,True,True
2596,2026-03-28T01:00:00+05:30,433.113,0.0,23.335,synthetic,True,True,True,True
2597,2026-03-28T01:15:00+05:30,393.086,0.0,23.457,synthetic,True,True,True,True
2598,2026-03-28T01:30:00+05:30,387.125,0.0,23.915,synthetic,True,True,True,True
2599,2026-03-28T01:45:00+05:30,375.793,0.0,23.907,synthetic,True,True,True,True
2600,2026-03-28T02:00:00+05:30,399.297,0.0,23.894,synthetic,True,True,True,True
2601,2026-03-28T02:15:00+05:30,378.351,0.0,24.157,synthetic,True,True,True,True
2602,2026-03-28T02:30:00+05:30,380.67,0.0,23.774,synthetic,True,True,True,True
2603,2026-03-28T02:45:00+05:30,387.491,0.0,22.677,synthetic,True,True,True,True
2604,2026-03-28T03:00:00+05:30,386.282,0.0,22.141,synthetic,True,True,True,True
2605,2026-03-28T03:15:00+05:30,385.446,0.0,22.167,synthetic,True,True,True,True
2606,2026-03-28T03:30:00+05:30,390.393,0.0,22.465,synthetic,True,True,True,True
2607,2026-03-28T03:45:00+05:30,398.819,0.0,22.929,synthetic,True,True,True,True
2608,2026-03-28T04:00:00+05:30,415.814,0.0,23.307,synthetic,True,True,True,True
2609,2026-03-28T04:15:00+05:30,406.527,0.0,23.229,synthetic,True,True,True,True
2610,2026-03-28T04:30:00+05:30,419.706,0.0,23.019,synthetic,True,True,True,True
2611,2026-03-28T04:45:00+05:30,444.368,0.0,24.137,synthetic,True,True,True,True
2612,2026-03-28T05:00:00+05:30,418.289,0.0,24.476,synthetic,True,True,True,True
2613,2026-03-28T05:15:00+05:30,410.914,0.0,24.725,synthetic,True,True,True,True
2614,2026-03-28T05:30:00+05:30,400.288,0.0,25.26,synthetic,True,True,True,True
2615,2026-03-28T05:45:00+05:30,399.077,0.0,26.011,synthetic,True,True,True,True
2616,2026-03-28T06:00:00+05:30,561.52,0.0,26.311,synthetic,True,True,True,True
2617,2026-03-28T06:15:00+05:30,580.61,0.542,26.928,synthetic,True,True,True,True
2618,2026-03-28T06:30:00+05:30,578.985,15.874,27.514,synthetic,True,True,True,True
2619,2026-03-28T06:45:00+05:30,561.222,53.579,28.136,synthetic,True,True,True,True
2620,2026-03-28T07:00:00+05:30,536.399,98.092,28.605,synthetic,True,True,True,True
2621,2026-03-28T07:15:00+05:30,534.143,153.678,28.769,synthetic,True,True,True,True
2622,2026-03-28T07:30:00+05:30,541.909,213.474,28.505,synthetic,True,True,True,True
2623,2026-03-28T07:45:00+05:30,519.382,266.796,28.975,synthetic,True,True,True,True
2624,2026-03-28T08:00:00+05:30,506.094,324.7,28.902,synthetic,True,True,True,True
2625,2026-03-28T08:15:00+05:30,501.734,384.739,29.338,synthetic,True,True,True,True
2626,2026-03-28T08:30:00+05:30,513.089,446.606,29.552,synthetic,True,True,True,True
